"Tiempo","Frecuencia (Hz)","ESTACION","FECHA DE SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"23/05/2025  17:17:40,797","    96300000"," ","05/01/2024  13:44:39,000","R","  40,7","      435312","       -3332","       49975",
"23/05/2025  17:17:40,797","    96500000"," ","05/01/2024  13:44:39,000","R","  38,1","      496250","         222","       49974",
"23/05/2025  17:17:40,797","    96700000"," ","05/01/2024  13:44:39,000","R","  36,3","      476250","         859","       49974",
"23/05/2025  17:17:40,797","    96900000"," ","05/01/2024  13:44:39,000","R","  48,8","      411875","         757","       49974",
"23/05/2025  17:17:40,797","    97100000"," ","05/01/2024  13:44:39,000","R","  36,6","      460937","          22","       49974",
"23/05/2025  17:17:40,797","    97300000"," ","05/01/2024  13:44:39,000","R","  35,2","      497500","         239","       49974",
"23/05/2025  17:17:40,797","    97500000"," ","05/01/2024  13:44:39,000","R","  35,7","      492187","        -373","       49974",
"23/05/2025  17:17:40,797","    97700000"," ","05/01/2024  13:44:39,000","R","  44,1","       84062","       -1167","       49975",
"23/05/2025  17:17:40,797","    97900000"," ","05/01/2024  13:44:39,000","R","  70,6","      195937","       14690","       49983",
"23/05/2025  17:17:40,797","    98100000","RADIO PODOCARPUS","04/03/2021  13:45:39,000","M"," 103,7","      258437","       -1726","       49975",
"23/05/2025  17:17:40,797","    98300000"," ","05/01/2024  13:44:39,000","R","  38,0","      196250","      -11291","       49977",
"23/05/2025  17:17:40,797","    98500000"," ","05/01/2024  13:44:39,000","R","  38,3","       79062","        -187","       49974",
"23/05/2025  17:17:40,797","    98700000"," ","05/01/2024  13:44:39,000","R","  35,5","      425937","        1198","       49987",
"23/05/2025  17:17:40,797","    98900000"," ","05/01/2024  13:44:39,000","R","  56,3","      327500","         598","       49974",
"23/05/2025  17:17:40,797","    99100000"," ","05/01/2024  13:44:39,000","R","  51,5","      495312","       -2906","       49971",
"23/05/2025  17:17:40,797","    99300000"," ","05/01/2024  13:44:39,000","R","  47,9","      463125","        -464","       49974",
"23/05/2025  17:17:40,797","    99500000"," ","05/01/2024  13:44:39,000","R","  36,3","      470937","       13940","       49978",
"23/05/2025  17:17:40,797","    99700000"," ","05/01/2024  13:44:39,000","R","  36,8","      497812","        -337","       49974",
"23/05/2025  17:17:40,797","    99900000"," ","05/01/2024  13:44:39,000","R","  34,9","      345000","        1962","       49981",
"23/05/2025  17:17:40,797","   100100000"," ","05/01/2024  13:44:39,000","R","  56,9","      332500","          64","       49974",
"23/05/2025  17:17:40,797","   100300000"," ","05/01/2024  13:44:39,000","R","  37,3","      472500","         133","       49984",
"23/05/2025  17:17:40,797","   100500000"," ","05/01/2024  13:44:39,000","R","  42,7","      492187","         -93","       49986",
"23/05/2025  17:17:40,797","   100700000"," ","05/01/2024  13:44:39,000","R","  42,0","       10625","       -1264","       49975",
"23/05/2025  17:17:40,797","   100900000","ZT RADIO LA RUMBERA","01/03/2021  13:44:39,000","R","  75,2","       17187","        -100","        4202",
"23/05/2025  17:17:40,797","   101100000"," ","05/01/2024  13:44:39,000","R","  34,3","       40937","         139","       49974",
"23/05/2025  17:17:40,797","   101300000","LUCA RADIO 101.3","04/03/2021  13:44:39,000","M","  46,7","      482812","          33","       49974",
"23/05/2025  17:17:40,797","   101500000"," ","05/01/2024  13:44:39,000","R","  35,8","      495625","        1328","       49975",
"23/05/2025  17:17:40,797","   101700000"," ","05/01/2024  13:44:39,000","R","  42,7","      487187","        -147","       49974",
"23/05/2025  17:17:40,797","   101900000"," ","05/01/2024  13:44:39,000","R","  38,6","      492187","       -1758","       49975",
"23/05/2025  17:17:40,797","   102100000"," ","05/01/2024  13:44:39,000","R","  44,3","      473125","       -3129","       49999",
"23/05/2025  17:17:40,797","   102300000"," ","05/01/2024  13:44:39,000","R","  35,7","      496250","        1272","       49988",
"23/05/2025  17:17:40,797","   102500000"," ","05/01/2024  13:44:39,000","R","  44,3","      463125","        1022","       49975",
"23/05/2025  17:17:40,797","   102700000"," ","05/01/2024  13:44:39,000","R","  33,6","      490000","        -336","       49974",
"23/05/2025  17:17:40,797","   102900000"," ","05/01/2024  13:44:39,000","R","  37,5","      495312","         551","       49986",
"23/05/2025  17:17:40,797","   103100000"," ","05/01/2024  13:44:39,000","R","  33,7","      495937","          19","       49988",
"23/05/2025  17:17:40,797","   103300000"," ","05/01/2024  13:44:39,000","R","  37,8","      494687","         -28","       49982",
"23/05/2025  17:17:40,797","   103500000"," ","05/01/2024  13:44:39,000","R","  43,6","      483437","         222","       49974",
"23/05/2025  17:17:40,797","   103700000"," ","05/01/2024  13:44:39,000","R","  48,4","      396875","        2069","       49984",
"23/05/2025  17:17:40,797","   103900000"," ","05/01/2024  13:44:39,000","R","  44,5","      168437","        9513","       49977",
"23/05/2025  17:17:40,797","   104100000","INTEGRACION FM","17/10/1994  13:44:39,000","M","  85,9","      197500","         -35","       49326",
"23/05/2025  17:17:40,797","   104300000"," ","05/01/2024  13:44:39,000","R","  37,7","      152187","      -10676","       49977",
"23/05/2025  17:17:40,797","   104500000"," ","05/01/2024  13:44:39,000","R","  40,7","      391562","        1478","       49980",
"23/05/2025  17:17:40,797","   104700000"," ","05/01/2024  13:44:39,000","R","  33,3","      495937","        -576","       49986",
"23/05/2025  17:17:40,797","   104900000"," ","05/01/2024  13:44:39,000","R","  43,5","      468437","        -604","       49974",
"23/05/2025  17:17:40,797","   105100000"," ","05/01/2024  13:44:39,000","R","  33,9","      456875","       -2235","       49981",
"23/05/2025  17:17:40,797","   105300000","PUBLICA FM","27/11/2015  13:44:39,000","R","  55,2","      145312","         -56","       49974",
"23/05/2025  17:17:40,797","   105500000"," ","05/01/2024  13:44:39,000","R","  35,1","      428437","         -20","       49974",
"23/05/2025  17:17:40,797","   105700000"," ","05/01/2024  13:44:39,000","R","  39,6","      442187","        -681","       49975",
"23/05/2025  17:17:40,797","   105900000"," ","05/01/2024  13:44:39,000","R","  54,0","      405625","        8449","       49976",
"23/05/2025  17:17:40,797","   106100000"," ","05/01/2024  13:44:39,000","R","  58,3","      466250","        -938","       49975",
"23/05/2025  17:17:40,797","   106300000"," ","05/01/2024  13:44:39,000","R","  58,7","      448750","      -12093","       49978",
"23/05/2025  17:17:40,797","   106500000"," ","05/01/2024  13:44:39,000","R","  40,8","      498750","        -724","       49975",
"23/05/2025  17:17:40,797","   106700000"," ","05/01/2024  13:44:39,000","R","  41,6","      121562","        4761","       49975",
"23/05/2025  17:17:40,797","   106900000","ZETA","25/02/2021  13:44:39,000","M","  93,7","      145625","         -83","       49974",
"23/05/2025  17:17:40,797","   107300000"," ","05/01/2024  13:44:39,000","R","  41,0","      486562","         541","       49974",
"23/05/2025  17:17:40,797","   107500000"," ","05/01/2024  13:44:39,000","R","  34,2","      494375","        -820","       49996",
"23/05/2025  17:17:40,797","   107700000"," ","05/01/2024  13:44:39,000","R","  33,7","      495000","        -310","       49974",
"23/05/2025  17:17:40,797","   107900000"," ","05/01/2024  13:44:39,000","R","  35,1","      495000","         266","       49974",
"23/05/2025  17:17:40,797","   108000000"," ","05/01/2024  13:44:39,000","R","  34,8","      487812","        2141","       49992",
"24/05/2025  7:15:05,449","    88100000"," ","05/01/2024  13:44:39,000","R","  49,2","      466250","         208","       49974",
"24/05/2025  7:15:05,449","    88300000"," ","05/01/2024  13:44:39,000","R","  36,1","      466250","        -141","       49974",
"24/05/2025  7:15:05,449","    88500000","RADIO SONORAMA FM","04/03/2021  13:44:39,000","R","  58,0","      423125","         -66","        6128",
"24/05/2025  7:15:05,449","    88700000"," ","05/01/2024  13:44:39,000","R","  37,4","         625","         292","       49986",
"24/05/2025  7:15:05,449","    88900000","LA RADIO DE LA ASAMBLEA NACIONA","24/01/2022  13:44:39,000","R","  87,1","         625","         -75","         114",
"24/05/2025  7:15:05,449","    90100000","RADIO ONDA MUNICIPAL FM","07/02/2018  13:44:39,000","M"," 102,6","      100312","        -717","       49975",
"24/05/2025  7:15:05,449","    90300000"," ","05/01/2024  13:44:39,000","R","  47,2","       96250","       -1338","       49975",
"24/05/2025  7:15:05,449","    90500000"," ","05/01/2024  13:44:39,000","R","  38,0","      490625","        -907","       49986",
"24/05/2025  7:15:05,449","    90700000"," ","05/01/2024  13:44:39,000","R","  36,6","      495312","        1589","       49975",
"24/05/2025  7:15:05,449","    90900000"," ","05/01/2024  13:44:39,000","R","  40,7","      489062","        -763","       49975",
"24/05/2025  7:15:05,449","    91100000"," ","05/01/2024  13:44:39,000","R","  37,7","      494687","          63","       49984",
"24/05/2025  7:15:05,449","    91300000"," ","05/01/2024  13:44:39,000","R","  43,3","      473125","       -1201","       49975",
"24/05/2025  7:15:05,449","    91500000"," ","05/01/2024  13:44:39,000","R","  38,9","      489375","          32","       49974",
"24/05/2025  7:15:05,449","    91700000"," ","05/01/2024  13:44:39,000","R","  38,4","      477812","         115","       49986",
"24/05/2025  7:15:05,449","    91900000"," ","05/01/2024  13:44:39,000","R","  51,0","      125625","       11431","       49977",
"24/05/2025  7:15:05,449","    92100000","AMAZONAS FM","03/03/2021  13:44:39,000","R","  91,2","      140625","         574","       49974",
"24/05/2025  7:15:05,449","    92300000"," ","05/01/2024  13:44:39,000","R","  45,5","      120625","       -9074","       49977",
"24/05/2025  7:15:05,449","    92500000"," ","05/01/2024  13:44:39,000","R","  49,4","      460625","        -716","       49975",
"24/05/2025  7:15:05,449","    92700000"," ","05/01/2024  13:44:39,000","R","  39,2","      494687","       -2214","       49975",
"24/05/2025  7:15:05,449","    92900000"," ","05/01/2024  13:44:39,000","R","  45,3","      483125","       -1532","       49975",
"24/05/2025  7:15:05,449","    93100000"," ","05/01/2024  13:44:39,000","R","  35,7","      495625","         297","       49974",
"24/05/2025  7:15:05,449","    93300000"," ","05/01/2024  13:44:39,000","R","  41,0","      491250","         445","       49986",
"24/05/2025  7:15:05,449","    93500000"," ","05/01/2024  13:44:39,000","R","  36,2","      493437","         425","       49974",
"24/05/2025  7:15:05,449","    93700000"," ","05/01/2024  13:44:39,000","R","  46,1","      470000","       -1024","       49975",
"24/05/2025  7:15:05,449","    93900000"," ","05/01/2024  13:44:39,000","R","  34,7","      491875","         317","       49974",
"24/05/2025  7:15:05,449","    94100000"," ","05/01/2024  13:44:39,000","R","  38,8","      497812","         609","       49974",
"24/05/2025  7:15:05,449","    94300000"," ","05/01/2024  13:44:39,000","R","  38,3","      120000","         759","       49974",
"24/05/2025  7:15:05,449","    94500000","LA KARIBEÑA","14/03/2022  13:44:39,000","R","  82,1","      136875","         477","       49974",
"24/05/2025  7:15:05,449","    94700000"," ","05/01/2024  13:44:39,000","R","  35,8","      117812","        -741","       49992",
"24/05/2025  7:15:05,449","    94900000"," ","05/01/2024  13:44:39,000","R","  43,2","      490312","         616","       49974",
"24/05/2025  7:15:05,449","    95100000"," ","05/01/2024  13:44:39,000","R","  37,4","      495625","         566","       49984",
"24/05/2025  7:15:05,449","    95300000"," ","05/01/2024  13:44:39,000","R","  43,3","      487187","         545","       49974",
"24/05/2025  7:15:05,449","    95500000"," ","05/01/2024  13:44:39,000","R","  34,5","      123750","        2017","       49975",
"24/05/2025  7:15:05,449","    95700000","RADIO ROMÁNTICA FM","14/07/2017  13:44:39,000","R","  87,9","      150312","       -4506","       49976",
"24/05/2025  7:15:05,449","    95900000"," ","05/01/2024  13:44:39,000","R","  35,5","      120625","       -1541","       49975",
"24/05/2025  7:15:05,449","    96100000"," ","05/01/2024  13:44:39,000","R","  55,8","      407812","         348","       49974",
"24/05/2025  7:15:05,449","    96300000"," ","05/01/2024  13:44:39,000","R","  36,2","      434375","         678","       49974",
"24/05/2025  7:15:05,449","    96500000"," ","05/01/2024  13:44:39,000","R","  37,8","      497812","        -218","       49974",
"24/05/2025  7:15:05,449","    96700000"," ","05/01/2024  13:44:39,000","R","  34,9","      465937","         522","       49974",
"24/05/2025  7:15:05,449","    96900000"," ","05/01/2024  13:44:39,000","R","  49,8","      379062","        -202","       49974",
"24/05/2025  7:15:05,449","    97100000"," ","05/01/2024  13:44:39,000","R","  41,0","      454687","       -1009","       49975",
"24/05/2025  7:15:05,449","    97300000"," ","05/01/2024  13:44:39,000","R","  42,5","      495000","         538","       49978",
"24/05/2025  7:15:05,449","    97500000"," ","05/01/2024  13:44:39,000","R","  38,4","      488750","         454","       49974",
"24/05/2025  7:15:05,449","    97700000"," ","05/01/2024  13:44:39,000","R","  43,9","      110937","        -163","       49974",
